state,bill_number,title,description,url,session,session_year,sponsors,subjects,last_action
NJ,S2623,Requires law enforcement agencies to adopt pregnancy policy for law enforcement officers.,Requires law enforcement agencies to adopt pregnancy policy for law enforcement officers.,https://legiscan.com/NJ/bill/S2623/2024,2024-2025 Regular Session,2024-2025,Anthony M. Bucco,Law and Public Safety,"Introduced in the Senate, Referred to Senate Law and Public Safety Committee"
NJ,A3153,Establishes certain benefits for Class Two special law enforcement officers; allows arson investigators to carry a firearm at all times.,Establishes certain benefits for Class Two special law enforcement officers; allows arson investigators to carry a firearm at all times.,https://legiscan.com/NJ/bill/A3153/2024,2024-2025 Regular Session,2024-2025,"Cleopatra Tucker, Shavonda Sumter, Robert Auth, Shanique Speight, John DiMaio, Benjie Wimberly, Verlina Reynolds-Jackson, Jay Webber",Public Safety and Preparedness,"Introduced, Referred to Assembly Public Safety and Preparedness Committee"
NJ,S712,Establishes certain benefits for Class Two special law enforcement officers; allows arson investigators to carry a firearm at all times.,Establishes certain benefits for Class Two special law enforcement officers; allows arson investigators to carry a firearm at all times.,https://legiscan.com/NJ/bill/S712/2024,2024-2025 Regular Session,2024-2025,Renee Burgess,Law and Public Safety,"Introduced in the Senate, Referred to Senate Law and Public Safety Committee"
NJ,A2574,Requires certain law enforcement officers to present identification while on-duty.,Requires certain law enforcement officers to present identification while on-duty.,https://legiscan.com/NJ/bill/A2574/2024,2024-2025 Regular Session,2024-2025,Erik Peterson,Public Safety and Preparedness,"Introduced, Referred to Assembly Public Safety and Preparedness Committee"
NJ,A3736,Requires law enforcement agencies to adopt pregnancy policy for law enforcement officers.,Requires law enforcement agencies to adopt pregnancy policy for law enforcement officers.,https://legiscan.com/NJ/bill/A3736/2024,2024-2025 Regular Session,2024-2025,"Carol Murphy, Annette Quijano",Community Development and Women's Affairs,"Introduced, Referred to Assembly Community Development and Women's Affairs Committee"
NJ,A3144,Permits certain special law enforcement officers to carry firearms at all times when in State.,Permits certain special law enforcement officers to carry firearms at all times when in State.,https://legiscan.com/NJ/bill/A3144/2024,2024-2025 Regular Session,2024-2025,Cleopatra Tucker,Public Safety and Preparedness,"Introduced, Referred to Assembly Public Safety and Preparedness Committee"
NJ,A2727,Removes requirement that certain special law enforcement officers turn in firearm at end of shift.,Removes requirement that certain special law enforcement officers turn in firearm at end of shift.,https://legiscan.com/NJ/bill/A2727/2024,2024-2025 Regular Session,2024-2025,Brian Bergen,Public Safety and Preparedness,"Introduced, Referred to Assembly Public Safety and Preparedness Committee"
NJ,S803,Removes requirement that certain special law enforcement officers turn in firearm at end of shift.,Removes requirement that certain special law enforcement officers turn in firearm at end of shift.,https://legiscan.com/NJ/bill/S803/2024,2024-2025 Regular Session,2024-2025,Anthony M. Bucco,Law and Public Safety,"Introduced in the Senate, Referred to Senate Law and Public Safety Committee"
NJ,S1093,Codifies AG directive concerning criminal investigations of law enforcement use-of-force and in-custody deaths.,Codifies AG directive concerning criminal investigations of law enforcement use-of-force and in-custody deaths.,https://legiscan.com/NJ/bill/S1093/2024,2024-2025 Regular Session,2024-2025,Britnee Timberlake,Law and Public Safety,"Introduced in the Senate, Referred to Senate Law and Public Safety Committee"
NJ,A1181,"Requires newly constructed police stations, fire stations, and hospitals to provide newborn safety device; allows affirmative defense to prosecution for abandonment if parent leaves child in device.","Requires newly constructed police stations, fire stations, and hospitals to provide newborn safety device; allows affirmative defense to prosecution for abandonment if parent leaves child in device.",https://legiscan.com/NJ/bill/A1181/2024,2024-2025 Regular Session,2024-2025,Carol Murphy,"Children, Families and Food Security","Introduced, Referred to Assembly Children, Families and Food Security Committee"
NM,HB48,Law Enforcement Training At Some Schools,Law Enforcement Training At Some Schools,https://legiscan.com/NM/bill/HB48/2025,2025 Regular Session,2025-2025,"Doreen Johnson, Patricia Lundstrom",,Sent to HPREF - Referrals: HPREF
NM,SB364,Law Enforcement Qualifications,Law Enforcement Qualifications,https://legiscan.com/NM/bill/SB364/2025,2025 Regular Session,2025-2025,"Heather Berghmans, Craig Brandt, Joseph Cervantes, Katy Duhigg, Carrie Hamblen, Leo Jaramillo, Linda Lopez, Antonio Maestas, Javier Martinez, Cindy Nava, Michael Padilla, Benny Shendo, William Soules, Mimi Stewart, Linda Trujillo, Peter Wirth",,Sent to STBTC - Referrals: STBTC/SJC
NM,SB173,Telecommunicators As Police In Pera,Telecommunicators As Police In Pera,https://legiscan.com/NM/bill/SB173/2025,2025 Regular Session,2025-2025,"David Gallegos, Joshua Hernandez, Antonio Maestas",,Sent to SHPAC - Referrals: SHPAC/SFC
NM,SB321,State Police As Highest Paid,State Police As Highest Paid,https://legiscan.com/NM/bill/SB321/2025,2025 Regular Session,2025-2025,Michael Padilla,,Sent to SHPAC - Referrals: SHPAC/SFC
NM,HM19,"""law Enforcement Appreciation Day""","""law Enforcement Appreciation Day""",https://legiscan.com/NM/bill/HM19/2025,2025 Regular Session,2025-2025,"William Hall, Randall Pettigrew, Harlan Vincent",,"Not Printed, Not referred to committee, tabled"
NM,SB438,State Police Credited Service Calculation,State Police Credited Service Calculation,https://legiscan.com/NM/bill/SB438/2025,2025 Regular Session,2025-2025,Michael Padilla,,Sent to SHPAC - Referrals: SHPAC/SFC
NM,HB299,State Law Enforcement Instructor Pera,State Law Enforcement Instructor Pera,https://legiscan.com/NM/bill/HB299/2025,2025 Regular Session,2025-2025,"Gail Armstrong, William Hall, Joshua Hernandez, Doreen Johnson, Patricia Lundstrom",,Sent to HLVMC - Referrals: HLVMC/HJC
NM,SB505,Law Enforcement Use Of Body Cameras,Law Enforcement Use Of Body Cameras,https://legiscan.com/NM/bill/SB505/2025,2025 Regular Session,2025-2025,Joseph Cervantes,,Sent to SRC - Referrals: SRC/SJC
NM,HM7,"""law Enforcement Appreciation Day""","""law Enforcement Appreciation Day""",https://legiscan.com/NM/bill/HM7/2025,2025 Regular Session,2025-2025,"William Hall, Stefani Lord, Randall Pettigrew, Harlan Vincent",,Sent to HJC - Referrals: HJC
NM,SB306,Valencia County Police Departments,Valencia County Police Departments,https://legiscan.com/NM/bill/SB306/2025,2025 Regular Session,2025-2025,"Gail Armstrong, Angel Charley, Tanya Mirabal Moya, Joshua Sanchez, Elizabeth Stefanics",,Sent to SIRC - Referrals: SIRC/SFC
NM,HB283,Law Enforcement Records Changes,Law Enforcement Records Changes,https://legiscan.com/NM/bill/HB283/2025,2025 Regular Session,2025-2025,"Christine Chandler, Linda Trujillo",,Sent to HGEIC - Referrals: HGEIC/HJC
NM,HB318,Penalty For Resisting Or Evading Officers,Penalty For Resisting Or Evading Officers,https://legiscan.com/NM/bill/HB318/2025,2025 Regular Session,2025-2025,"John Block, Stefani Lord",,Sent to HCPAC - Referrals: HCPAC/HJC
NM,HB304,Law Enforcement Officer Loan Repayment Act,Law Enforcement Officer Loan Repayment Act,https://legiscan.com/NM/bill/HB304/2025,2025 Regular Session,2025-2025,"Rebecca Dow, Mark Murphy",,Sent to HGEIC - Referrals: HGEIC/HAFC
NM,HB48,Law Enforcement Training At Some Schools,Law Enforcement Training At Some Schools,https://legiscan.com/NM/bill/HB48/2025,2025 Regular Session,2025-2025,"Doreen Johnson, Patricia Lundstrom",,Sent to HPREF - Referrals: HPREF
NM,SB157,Seizure Of Property By Law Enforcement,Seizure Of Property By Law Enforcement,https://legiscan.com/NM/bill/SB157/2025,2025 Regular Session,2025-2025,"Art De La Cruz, Katy Duhigg",,Sent to SHPAC - Referrals: SHPAC/SJC
NM,HM19,"""law Enforcement Appreciation Day""","""law Enforcement Appreciation Day""",https://legiscan.com/NM/bill/HM19/2025,2025 Regular Session,2025-2025,"William Hall, Randall Pettigrew, Harlan Vincent",,"Not Printed, Not referred to committee, tabled"
NM,HB566,Gun Waiting Period & Law Enforcement,Gun Waiting Period & Law Enforcement,https://legiscan.com/NM/bill/HB566/2025,2025 Regular Session,2025-2025,"John Block, William Hall, Jonathan Henry, Stefani Lord, Jimmy Mason, Joseph Sanchez, Harlan Vincent",,Sent to HCPAC - Referrals: HCPAC/HJC
NM,SB505,Law Enforcement Use Of Body Cameras,Law Enforcement Use Of Body Cameras,https://legiscan.com/NM/bill/SB505/2025,2025 Regular Session,2025-2025,Joseph Cervantes,,Sent to SRC - Referrals: SRC/SJC
NM,SB123,Regional Transit District Law Enforcement,Regional Transit District Law Enforcement,https://legiscan.com/NM/bill/SB123/2025,2025 Regular Session,2025-2025,Leo Jaramillo,,Sent to STBTC - Referrals: STBTC/SJC
NM,SB364,Law Enforcement Qualifications,Law Enforcement Qualifications,https://legiscan.com/NM/bill/SB364/2025,2025 Regular Session,2025-2025,"Heather Berghmans, Craig Brandt, Joseph Cervantes, Katy Duhigg, Carrie Hamblen, Leo Jaramillo, Linda Lopez, Antonio Maestas, Javier Martinez, Cindy Nava, Michael Padilla, Benny Shendo, William Soules, Mimi Stewart, Linda Trujillo, Peter Wirth",,Sent to STBTC - Referrals: STBTC/SJC
NM,HB283,Law Enforcement Records Changes,Law Enforcement Records Changes,https://legiscan.com/NM/bill/HB283/2025,2025 Regular Session,2025-2025,"Christine Chandler, Linda Trujillo",,Sent to HGEIC - Referrals: HGEIC/HJC
NM,HM7,"""law Enforcement Appreciation Day""","""law Enforcement Appreciation Day""",https://legiscan.com/NM/bill/HM7/2025,2025 Regular Session,2025-2025,"William Hall, Stefani Lord, Randall Pettigrew, Harlan Vincent",,Sent to HJC - Referrals: HJC
NM,HB299,State Law Enforcement Instructor Pera,State Law Enforcement Instructor Pera,https://legiscan.com/NM/bill/HB299/2025,2025 Regular Session,2025-2025,"Gail Armstrong, William Hall, Joshua Hernandez, Doreen Johnson, Patricia Lundstrom",,Sent to HLVMC - Referrals: HLVMC/HJC
NM,HB565,Gun Waiting Period For Law Enforcement,Gun Waiting Period For Law Enforcement,https://legiscan.com/NM/bill/HB565/2025,2025 Regular Session,2025-2025,"John Block, Catherine Cullen, William Hall, Jonathan Henry, Stefani Lord, Jimmy Mason, Joseph Sanchez, Harlan Vincent",,Sent to HCPAC - Referrals: HCPAC/HJC
NM,HB101,Firearm At Polling Place For Law Enforcement,Firearm At Polling Place For Law Enforcement,https://legiscan.com/NM/bill/HB101/2025,2025 Regular Session,2025-2025,"Nicole Chavez, Andrea Reeb, Luis Terrazas",,Sent to HPREF - Referrals: HPREF
NM,SB438,State Police Credited Service Calculation,State Police Credited Service Calculation,https://legiscan.com/NM/bill/SB438/2025,2025 Regular Session,2025-2025,Michael Padilla,,Sent to SHPAC - Referrals: SHPAC/SFC
NM,HB299,State Law Enforcement Instructor Pera,State Law Enforcement Instructor Pera,https://legiscan.com/NM/bill/HB299/2025,2025 Regular Session,2025-2025,"Gail Armstrong, William Hall, Joshua Hernandez, Doreen Johnson, Patricia Lundstrom",,Sent to HLVMC - Referrals: HLVMC/HJC
NM,SB173,Telecommunicators As Police In Pera,Telecommunicators As Police In Pera,https://legiscan.com/NM/bill/SB173/2025,2025 Regular Session,2025-2025,"David Gallegos, Joshua Hernandez, Antonio Maestas",,Sent to SHPAC - Referrals: SHPAC/SFC
NM,HB48,Law Enforcement Training At Some Schools,Law Enforcement Training At Some Schools,https://legiscan.com/NM/bill/HB48/2025,2025 Regular Session,2025-2025,"Doreen Johnson, Patricia Lundstrom",,Sent to HPREF - Referrals: HPREF
NY,A05219,Provides for the transfer of the regional state park police to the division of state police.,Provides for the transfer of the regional state park police to the division of state police.,https://legiscan.com/NY/bill/A05219/2025,2025-2026 General Assembly,2025-2026,"Michaelle Solages, Carrie Woerner, David McDonough, David Weprin, Philip Ramos, Stacey Pheffer Amato, Brian Miller, Phillip Steck, William Colton",,referred to governmental employees
NY,A01746,Categorizes members of an auxiliary police program organized and maintained by a state or local police department with police officers and peace officers for purposes of certain felony classifications.,Categorizes members of an auxiliary police program organized and maintained by a state or local police department with police officers and peace officers for purposes of certain felony classifications.,https://legiscan.com/NY/bill/A01746/2025,2025-2026 General Assembly,2025-2026,David Weprin,,referred to codes
NY,A05887,"Relates to expanding the geographic area of employment of state university police officers, the centralization of the state university police by appointing a commissioner of state university police, and hiring of state university police officers.","Relates to expanding the geographic area of employment of state university police officers, the centralization of the state university police by appointing a commissioner of state university police, and hiring of state university police officers.",https://legiscan.com/NY/bill/A05887/2025,2025-2026 General Assembly,2025-2026,Karen McMahon,,referred to higher education
NY,S04707,"Relates to expanding the geographic area of employment of state university police officers, the centralization of the state university police by appointing a commissioner of state university police, and hiring of state university police officers.","Relates to expanding the geographic area of employment of state university police officers, the centralization of the state university police by appointing a commissioner of state university police, and hiring of state university police officers.",https://legiscan.com/NY/bill/S04707/2025,2025-2026 General Assembly,2025-2026,Toby Stavisky,,REFERRED TO HIGHER EDUCATION
NY,A04624,Eliminates the maximum age for taking the civil service examination for appointment as a police officer or as an environmental conservation officer.,Eliminates the maximum age for taking the civil service examination for appointment as a police officer or as an environmental conservation officer.,https://legiscan.com/NY/bill/A04624/2025,2025-2026 General Assembly,2025-2026,Joe Sempolinski,,referred to governmental employees
NY,S01449,Eliminates the maximum age for taking the civil service examination for appointment as a police officer or as an environmental conservation officer.,Eliminates the maximum age for taking the civil service examination for appointment as a police officer or as an environmental conservation officer.,https://legiscan.com/NY/bill/S01449/2025,2025-2026 General Assembly,2025-2026,"George Borrello, Pamela Helming, Peter Oberacker",,REFERRED TO CIVIL SERVICE AND PENSIONS
NY,S01568,Elevates the offense of killing a police work dog or police work horse from being a class E felony to a class D felony; establishes the class E felony of injuring a police work dog or police work horse for intentionally causing serious physical injury to a police work dog or police work horse while such dog or horse is performing its duties under the supervision of a police officer.,Elevates the offense of killing a police work dog or police work horse from being a class E felony to a class D felony; establishes the class E felony of injuring a police work dog or police work horse for intentionally causing serious physical injury to a police work dog or police work horse while such dog or horse is performing its duties under the supervision of a police officer.,https://legiscan.com/NY/bill/S01568/2025,2025-2026 General Assembly,2025-2026,"James Tedisco, George Borrello",,REFERRED TO CODES
NY,A04856,Elevates the offense of killing a police work dog or police work horse from being a class E felony to a class D felony; establishes the class E felony of injuring a police work dog or police work horse for intentionally causing serious physical injury to a police work dog or police work horse while such dog or horse is performing its duties under the supervision of a police officer.,Elevates the offense of killing a police work dog or police work horse from being a class E felony to a class D felony; establishes the class E felony of injuring a police work dog or police work horse for intentionally causing serious physical injury to a police work dog or police work horse while such dog or horse is performing its duties under the supervision of a police officer.,https://legiscan.com/NY/bill/A04856/2025,2025-2026 General Assembly,2025-2026,Karl Brabenec,,referred to codes
NY,S02404,Requires police officers to report the misconduct of a police officer; requires the division of criminal justice to establish a protocol to be followed by police agencies when handling and recording mandatory reports of misconduct by a police officer; establishes the crime of failure to report misconduct by a police officer.,Requires police officers to report the misconduct of a police officer; requires the division of criminal justice to establish a protocol to be followed by police agencies when handling and recording mandatory reports of misconduct by a police officer; establishes the crime of failure to report misconduct by a police officer.,https://legiscan.com/NY/bill/S02404/2025,2025-2026 General Assembly,2025-2026,"Luis Sepulveda, Brad Hoylman-Sigal",,REFERRED TO CODES
NY,A01047,Requires police officers to report the misconduct of a police officer; requires the division of criminal justice to establish a protocol to be followed by police agencies when handling and recording mandatory reports of misconduct by a police officer; establishes the crime of failure to report misconduct by a police officer.,Requires police officers to report the misconduct of a police officer; requires the division of criminal justice to establish a protocol to be followed by police agencies when handling and recording mandatory reports of misconduct by a police officer; establishes the crime of failure to report misconduct by a police officer.,https://legiscan.com/NY/bill/A01047/2025,2025-2026 General Assembly,2025-2026,"Philip Ramos, Chantel Jackson, Demond Meeks, Phara Souffrant Forrest, Eddie Gibbs, Khaleel Anderson",,referred to governmental operations
NY,S00425,"Prohibits the transport of a person in an unmarked police vehicle or concealed identity police vehicle after being arrested, detained or apprehended by a police officer or peace officer who is not wearing such officer's uniform unless an officer in uniform is present for the duration of the transport; prohibits stops and searches by a police officer or peace officer who is not wearing such officer's uniform using an unmarked police vehicle or a concealed identity police vehicle unless an officer in uniform is present for the duration of the stop and search.","Prohibits the transport of a person in an unmarked police vehicle or concealed identity police vehicle after being arrested, detained or apprehended by a police officer or peace officer who is not wearing such officer's uniform unless an officer in uniform is present for the duration of the transport; prohibits stops and searches by a police officer or peace officer who is not wearing such officer's uniform using an unmarked police vehicle or a concealed identity police vehicle unless an officer in uniform is present for the duration of the stop and search.",https://legiscan.com/NY/bill/S00425/2025,2025-2026 General Assembly,2025-2026,John Liu,,REFERRED TO CODES
NY,A01367,Directs local law enforcement agencies in municipalities authorizing an auxiliary police force by local law to provide retirement service identification cards to auxiliary police officers who retire with 10 or more years of service or who are injured in the course of duty and unable to continue duty due to such injury.,Directs local law enforcement agencies in municipalities authorizing an auxiliary police force by local law to provide retirement service identification cards to auxiliary police officers who retire with 10 or more years of service or who are injured in the course of duty and unable to continue duty due to such injury.,https://legiscan.com/NY/bill/A01367/2025,2025-2026 General Assembly,2025-2026,"William Colton, Demond Meeks, Steve Stern, Sam Berger, Lester Chang, Joseph DeStefano, Catalina Cruz, Kwani O'Pharrow, Philip Palmesano, Brian Miller, Angelo Santabarbara, Dana Levenberg",,referred to local governments
NY,A01681,"Relates to an increase in punishment for certain actions against on-duty auxiliary police officers such as criminally negligent homicide, assault or menacing of such officer.","Relates to an increase in punishment for certain actions against on-duty auxiliary police officers such as criminally negligent homicide, assault or menacing of such officer.",https://legiscan.com/NY/bill/A01681/2025,2025-2026 General Assembly,2025-2026,"David Weprin, Amy Paulin, Nader Sayegh, Rebecca Seawright, Albert Stirpe, Clyde Vanel, Jaime Williams, Latrice Walker, Steve Stern, Simcha Eichenstein, Steven Otis, Ron Kim, Charles Lavine, Carrie Woerner, Edward Ra, Stefani Zinerman, Jenifer Rajkumar, Christopher Burdick, Chantel Jackson, Tony Simone, Brian Cunningham, Deborah Glick, Marianne Buttenschon, Alex Bores, Manny De Los Santos, Grace Lee, John Zaccaro, Yudelka Tapia, George Alvarez, Amanda Septimo, D. Billy Jones, Christopher Eachus, Steven Raga, Sam Berger, Khaleel Anderson, Maryjane Shimsky, Judy Griffin, Vivian Cook, Jeffrey Dinowitz, Stephen Hawley, Andrew Hevesi, Nily Rozic",,referred to codes
NY,S01190,"Relates to an increase in punishment for certain actions against on-duty auxiliary police officers such as criminally negligent homicide, assault or menacing of such officer.","Relates to an increase in punishment for certain actions against on-duty auxiliary police officers such as criminally negligent homicide, assault or menacing of such officer.",https://legiscan.com/NY/bill/S01190/2025,2025-2026 General Assembly,2025-2026,"Joseph Addabbo, Cordell Cleare, Leroy Comrie, Nathalia Fernandez, Andrew Gounardes, Robert Jackson, Liz Krueger, Mario Mattera, Rachel May, Kevin Parker, Roxanne Persaud, Jessica Ramos, Jessica Scarcella-Spanton, Luis Sepulveda, James Skoufis, Toby Stavisky, Alexis Weik",,REFERRED TO CODES
NY,A04915,"Provides a performance of duty presumption for diseases of the heart for members who serve as an ambulance medical technician, ambulance medical coordinator, ambulance medical technician/supervisor or a member who performs ambulance medical technician related services, or a police medic, police medic coordinator, police medic supervisor, bureau director police emergency ambulance services - county, assistant bureau director police emergency ambulance services - county, or a member who performs police medic or police emergency ambulance related services and is employed in the Nassau county police department.","Provides a performance of duty presumption for diseases of the heart for members who serve as an ambulance medical technician, ambulance medical coordinator, ambulance medical technician/supervisor or a member who performs ambulance medical technician related services, or a police medic, police medic coordinator, police medic supervisor, bureau director police emergency ambulance services - county, assistant bureau director police emergency ambulance services - county, or a member who performs police medic or police emergency ambulance related services and is employed in the Nassau county police department.",https://legiscan.com/NY/bill/A04915/2025,2025-2026 General Assembly,2025-2026,Stacey Pheffer Amato,,referred to governmental employees
NY,S03488,"Provides a performance of duty presumption for diseases of the heart for members who serve as an ambulance medical technician, ambulance medical coordinator, ambulance medical technician/supervisor or a member who performs ambulance medical technician related services, or a police medic, police medic coordinator, police medic supervisor, bureau director police emergency ambulance services - county, assistant bureau director police emergency ambulance services - county, or a member who performs police medic or police emergency ambulance related services and is employed in the Nassau county police department.","Provides a performance of duty presumption for diseases of the heart for members who serve as an ambulance medical technician, ambulance medical coordinator, ambulance medical technician/supervisor or a member who performs ambulance medical technician related services, or a police medic, police medic coordinator, police medic supervisor, bureau director police emergency ambulance services - county, assistant bureau director police emergency ambulance services - county, or a member who performs police medic or police emergency ambulance related services and is employed in the Nassau county police department.",https://legiscan.com/NY/bill/S03488/2025,2025-2026 General Assembly,2025-2026,Robert Jackson,,REFERRED TO CIVIL SERVICE AND PENSIONS
NY,S00189,"Establishes the police canine vest fund to be used for the purpose of purchasing, maintaining, repairing and replacing soft body ballistic armor vests and other protective equipment for state police and municipal department police canines utilized in the performance of police duties, as well as the purchasing and training of such police canines.","Establishes the police canine vest fund to be used for the purpose of purchasing, maintaining, repairing and replacing soft body ballistic armor vests and other protective equipment for state police and municipal department police canines utilized in the performance of police duties, as well as the purchasing and training of such police canines.",https://legiscan.com/NY/bill/S00189/2025,2025-2026 General Assembly,2025-2026,"Monica Martinez, Dean Murray, Jessica Scarcella-Spanton",,REFERRED TO FINANCE
NY,A02517,"Establishes the police canine vest fund to be used for the purpose of purchasing, maintaining, repairing and replacing soft body ballistic armor vests and other protective equipment for state police and municipal department police canines utilized in the performance of police duties, as well as the purchasing and training of such police canines.","Establishes the police canine vest fund to be used for the purpose of purchasing, maintaining, repairing and replacing soft body ballistic armor vests and other protective equipment for state police and municipal department police canines utilized in the performance of police duties, as well as the purchasing and training of such police canines.",https://legiscan.com/NY/bill/A02517/2025,2025-2026 General Assembly,2025-2026,"William Colton, Catalina Cruz, Marianne Buttenschon, Rebecca Seawright, Deborah Glick, Angelo Morinello, David McDonough, Joseph DeStefano, Edward Ra, John Mikulin, Vivian Cook, Jo Simon, Brian Miller, Christopher Tague, Philip Palmesano, David Weprin, Maritza Davila, Nader Sayegh, Lester Chang, John Lemondes, Matthew Slater, Joseph Angelino, Jacob Blumencranz, Jodi Giglio, Philip Ramos, Mary Walsh",,referred to ways and means
NY,J00336,Commemorating the 100th Anniversary of the Nassau County Police Department in 2025,Commemorating the 100th Anniversary of the Nassau County Police Department in 2025,https://legiscan.com/NY/bill/J00336/2025,2025-2026 General Assembly,2025-2026,"Jack Martins, Patricia Canzoneri-Fitzpatrick, Steven Rhoads",,REFERRED TO FINANCE
NY,A03097,Provides for the establishment of police training high schools in certain city school districts; provides for further education and employment; establishes preferential admissions criteria for the state and city universities; establishes preferential civil service criteria in the recruitment of police officers.,Provides for the establishment of police training high schools in certain city school districts; provides for further education and employment; establishes preferential admissions criteria for the state and city universities; establishes preferential civil service criteria in the recruitment of police officers.,https://legiscan.com/NY/bill/A03097/2025,2025-2026 General Assembly,2025-2026,Erik Dilan,,referred to education
NY,S05566,"Directs the municipal police training council to develop, and the commissioner of the division of criminal justice services to implement, certain training requirements for police officers on the operation of police vehicles, including a minimum of 40 hours of training for new police officers and 4 hours of training for police in-service training courses.","Directs the municipal police training council to develop, and the commissioner of the division of criminal justice services to implement, certain training requirements for police officers on the operation of police vehicles, including a minimum of 40 hours of training for new police officers and 4 hours of training for police in-service training courses.",https://legiscan.com/NY/bill/S05566/2025,2025-2026 General Assembly,2025-2026,Patricia Fahy,,REFERRED TO CODES
NY,A02558,Relates to the appointment and reporting duties of the superintendent of the state police and to the appointment of employees of the state police; requires the approval of certain duties of the state police by the superintendent of the state police.,Relates to the appointment and reporting duties of the superintendent of the state police and to the appointment of employees of the state police; requires the approval of certain duties of the state police by the superintendent of the state police.,https://legiscan.com/NY/bill/A02558/2025,2025-2026 General Assembly,2025-2026,Jeffrey Dinowitz,,referred to governmental operations
NY,S00702,Relates to the appointment and reporting duties of the superintendent of the state police and to the appointment of employees of the state police; requires the approval of certain duties of the state police by the superintendent of the state police.,Relates to the appointment and reporting duties of the superintendent of the state police and to the appointment of employees of the state police; requires the approval of certain duties of the state police by the superintendent of the state police.,https://legiscan.com/NY/bill/S00702/2025,2025-2026 General Assembly,2025-2026,"Liz Krueger, Jamaal Bailey, John Liu, Kevin Parker, Jose Serrano, Toby Stavisky",,REFERRED TO FINANCE
NY,S04210,"Authorizes the enactment of local laws requiring residency in cities with a population of one million or more for members of the police force appointed to such positions; provides increased salaries for certain police officers who are residents of certain cities; provides additional credits on competitive exams for original appointment of police officers, tax credits, real property tax credits and student loan forgiveness based upon residency in certain cities.","Authorizes the enactment of local laws requiring residency in cities with a population of one million or more for members of the police force appointed to such positions; provides increased salaries for certain police officers who are residents of certain cities; provides additional credits on competitive exams for original appointment of police officers, tax credits, real property tax credits and student loan forgiveness based upon residency in certain cities.",https://legiscan.com/NY/bill/S04210/2025,2025-2026 General Assembly,2025-2026,"Kevin Parker, Jamaal Bailey",,REFERRED TO INVESTIGATIONS AND GOVERNMENT OPERATIONS
NY,A01478,Relates to criminalizing the act of stalking a police officer or peace officer.,Relates to criminalizing the act of stalking a police officer or peace officer.,https://legiscan.com/NY/bill/A01478/2025,2025-2026 General Assembly,2025-2026,Philip Ramos,,referred to codes
NY,A01949,Provides that a police officer in the county of Westchester can be suspended without pay for not more than 30 days pending a trial of disciplinary charges.,Provides that a police officer in the county of Westchester can be suspended without pay for not more than 30 days pending a trial of disciplinary charges.,https://legiscan.com/NY/bill/A01949/2025,2025-2026 General Assembly,2025-2026,Amy Paulin,,referred to governmental employees
NY,A04192,"Increases the penalties for assault on police officers, peace officers, firefighters and emergency medical technicians causing physical injury or serious physical injury.","Increases the penalties for assault on police officers, peace officers, firefighters and emergency medical technicians causing physical injury or serious physical injury.",https://legiscan.com/NY/bill/A04192/2025,2025-2026 General Assembly,2025-2026,"Steve Stern, Marianne Buttenschon, Matthew Simpson",,referred to codes
NY,S05449,"Increases the penalties for assault on police officers, peace officers, firefighters and emergency medical technicians causing physical injury or serious physical injury.","Increases the penalties for assault on police officers, peace officers, firefighters and emergency medical technicians causing physical injury or serious physical injury.",https://legiscan.com/NY/bill/S05449/2025,2025-2026 General Assembly,2025-2026,Leroy Comrie,,REFERRED TO CODES
NY,A01778,Grants members of the city of New York's police force eligibility for retirement and pension based on previous service as traffic enforcement agents.,Grants members of the city of New York's police force eligibility for retirement and pension based on previous service as traffic enforcement agents.,https://legiscan.com/NY/bill/A01778/2025,2025-2026 General Assembly,2025-2026,Jenifer Rajkumar,,referred to governmental employees
NY,S01521,Allows retired state police officers to serve as police officers for local police departments without diminution of retirement benefits; empowers the superintendent of state police to approve such service.,Allows retired state police officers to serve as police officers for local police departments without diminution of retirement benefits; empowers the superintendent of state police to approve such service.,https://legiscan.com/NY/bill/S01521/2025,2025-2026 General Assembly,2025-2026,Thomas O'Mara,,REFERRED TO CIVIL SERVICE AND PENSIONS
NY,S04216,Allows salary and civil service exam credits for police officers in certain cities and property tax credits for resident officers and a student loan forgiveness program for certain police officers.,Allows salary and civil service exam credits for police officers in certain cities and property tax credits for resident officers and a student loan forgiveness program for certain police officers.,https://legiscan.com/NY/bill/S04216/2025,2025-2026 General Assembly,2025-2026,Kevin Parker,,REFERRED TO LOCAL GOVERNMENT
NY,S05390,Increases the offense classification for certain assault offenses regarding police officers and peace officers.,Increases the offense classification for certain assault offenses regarding police officers and peace officers.,https://legiscan.com/NY/bill/S05390/2025,2025-2026 General Assembly,2025-2026,Jessica Scarcella-Spanton,,REFERRED TO CODES
NY,A03182,Relates to the justification for the use of force in a homicide by a peace officer or police officer.,Relates to the justification for the use of force in a homicide by a peace officer or police officer.,https://legiscan.com/NY/bill/A03182/2025,2025-2026 General Assembly,2025-2026,"Erik Dilan, Maritza Davila",,referred to codes
NY,A02404,Allows for the creation of a joint police department for the towns of Webb and Inlet; outlines requirements for local laws establishing rules and regulations for such department.,Allows for the creation of a joint police department for the towns of Webb and Inlet; outlines requirements for local laws establishing rules and regulations for such department.,https://legiscan.com/NY/bill/A02404/2025,2025-2026 General Assembly,2025-2026,Robert Smullen,,referred to local governments
